GRB151107A   |    662757    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB151031A   |    662330    | -2.362570e+00 | -2.534910e+00 | -2.199250e+00 | 5.799900e-03 | 5.124270e-03 | 6.463730e-03 | 47.17 | 57 | 0.8275 | 8.202299e-01 | 50.0000 | 6 | 0.304000 | 6.304000 |  
GRB151029A   |    662086    | -2.182160e+00 | -2.389970e+00 | -1.988310e+00 | 3.523930e-03 | 2.987650e-03 | 4.052530e-03 | 71.98 | 57 | 1.263 | 8.728264e-02 | 50.0000 | 13.22 | -1.104000 | 12.112000 |  
GRB151027B   |    661869    | -1.817210e+00 | -2.099670e+00 | -1.552260e+00 | 1.667230e-03 | 1.378530e-03 | 1.946330e-03 | 58.80 | 57 | 1.032 | 4.094122e-01 | 50.0000 | 96 | 1.000000 | 97.000000 |  
GRB151027A   |    661775    | -1.542320e+00 | -1.598290e+00 | -1.486430e+00 | 4.712130e-03 | 4.575700e-03 | 4.848550e-03 | 45.94 | 57 | 0.8060 | 8.526935e-01 | 50.0000 | 164.1 | -0.740000 | 164.704000 |  
GRB151023A   |    661253    | -2.253720e+00 | -2.492660e+00 | -2.031260e+00 | 2.132220e-03 | 1.785750e-03 | 2.471680e-03 | 56.25 | 57 | 0.9869 | 5.030606e-01 | 50.0000 | 13.15 | -0.984000 | 12.164000 |  
GRB151022A   |    661036    | -1.891810e+00 | -2.172600e+00 | -1.627370e+00 | 9.640120e-04 | 7.903730e-04 | 1.132320e-03 | 51.89 | 57 | 0.9103 | 6.667102e-01 | 50.0000 | 133.9 | -1.040000 | 132.848000 |  
GRB151021A   |    660671    | -1.524930e+00 | -1.561940e+00 | -1.487900e+00 | 1.945540e-02 | 1.908680e-02 | 1.982390e-02 | 37.10 | 57 | 0.6509 | 9.809880e-01 | 50.0000 | 149 | -21.620000 | 127.424000 |  
GRB151006A   |    657750    | -1.500780e+00 | -1.560650e+00 | -1.441080e+00 | 2.407600e-03 | 2.334230e-03 | 2.480910e-03 | 43.96 | 57 | 0.7712 | 8.971696e-01 | 50.0000 | 316.1 | -4.832000 | 311.296000 |  
GRB151004A   |    657564    | -1.952560e+00 | -2.183250e+00 | -1.733180e+00 | 7.436790e-04 | 6.367560e-04 | 8.475240e-04 | 37.00 | 57 | 0.6492 | 9.815691e-01 | 50.0000 | 148 | -13.632000 | 134.368000 |  
GRB151001B   |    657321    | -2.125020e+00 | -2.389850e+00 | -1.881240e+00 | 1.066180e-03 | 8.758540e-04 | 1.250590e-03 | 43.89 | 57 | 0.7700 | 8.985070e-01 | 50.0000 | 158.6 | -39.960000 | 118.680000 |  
GRB151001A   |    657286    | -1.201910e+00 | -1.320940e+00 | -1.081610e+00 | 4.869500e-03 | 4.546760e-03 | 5.192230e-03 | 44.98 | 57 | 0.7891 | 8.754914e-01 | 50.0000 | 14.06 | -6.288000 | 7.776000 |  
